key,parent_key,text,type,nb_players
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Mentir sur ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Se couper la ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Vaisselle"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Dans ma poche j'ai un ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Fêter la ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Paye ta ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Trier les ..."". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Terrasse"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Magazine"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Framboise"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Selfie"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""Pendule"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""blague"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""voisin"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""palace"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"Équipe %t, énoncez en même temps le mot qui vous vient à l'esprit quand vous entendez ""acupuncteur"". Vous gagnez si deux mots sont identiques ! $ gorgées en jeu",9,0
,,"%s et %s représentent leur équipe dans un combat de blabla ! Le joueur qui tiendra le plus longtemps à dire ""bla-bla-bla-..."" sans reprendre son souffle fera gagner son équipe ! $ gorgées en jeu",10,2
,,%s et %s représentent leur équipe dans un combat de chifoumi (pierre / papier / ciseaux) ! $ gorgées en jeu,10,2
,,%s et %s représentent leur équipe dans un combat de pouce ! $ gorgées en jeu,10,2
,,%s et %s représentent leur équipe dans un combat de bras de fer ! $ gorgées en jeu,10,2
,,"%s et %s représentent leur équipe dans un combat de pompes, le joueur qui en fera le plus fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe dans un défi d'étirement des jambes, le joueur qui ira le plus loin fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui a le plus d'argent liquide sur lui fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui sortira une crotte de nez en premier fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe dans un combat de rapidité, le joueur qui touchera un objet blanc en premier fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui touchera le coude de l'autre en premier fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui se rapprochera au plus près de son nez avec sa langue fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui finira son verre en premier fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui donnera le plus de noms de fruit pour l'un et de légume pour l'autre en 10 secondes fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui donnera le plus de prénoms de fille pour l'un et de mec pour l'autre en 10 secondes fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui a les plus gros biceps fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui a les plus grands pieds fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui touchera les pieds de l'autre en premier fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le premier joueur à faire un bisou à un des joueurs fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, celui ou celle qui léchera en premier tous les membres de son équipe la fera gagner ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, celui ou celle qui enlèvera le plus de vêtements fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui se mettra la plus grosse claque fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui s'arrachera le plus de poils d'un seul coup fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui a pissé en dernier fera perdre son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui sourira en premier fera perdre son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le ou la première à faire une léchouille à %s fera gagner son équipe ! $ gorgées en jeu",10,3
,,"%s et %s représentent leur équipe, le joueur qui fera le plus de pompes sur une main fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui rotera le plus fort fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui rotera le plus longtemps fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, celui ou celle qui fera la plus belle photo du groupe (une seule chance) fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, celui ou celle qui imitera le mieux une fellati** fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui fera la meilleure blague fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le joueur qui fera la blague la plus pourrie fera gagner son équipe ! $ gorgées en jeu",10,2
,,"%s et %s représentent leur équipe, le dernier joueur à avoir pissé autre part que dans des toilettes fera gagner son équipe ! $ gorgées en jeu",10,2
champion-sport,,"Chacune des équipes choisit son champion en sport. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-sport,"Le champion qui donnera le plus de sports aquatiques fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-sport,"Le champion qui donnera le plus de handballeurs professionnels fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-sport,"Le champion qui donnera le plus de cyclistes professionnels fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-sport,"Le champion qui donnera le plus de ""contests"" redbull fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-stretching,,"Chacune des équipes choisit son joueur le plus souple. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-stretching,Le champion étant le plus souple au niveau des jambes fera gagner son équipe !,11,0
,champion-stretching,"Le champion le plus souple des épaules fera gagner son équipe ! Passez les deux mains dans le dos, une depuis le haut une depuis le bas et allez chercher le plus loin possible",11,0
,champion-stretching,Le champion avec le plus grand grand-écart fera gagner son équipe !,11,0
champion-anatomy,,"Chacune des équipes choisit son champion en anatomie. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-anatomy,"Le champion qui donnera le plus d'os du corps humain fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-anatomy,"Le champion qui donnera le plus de muscles du corps humain fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-anatomy,"Le champion qui donnera le plus d'organes du corps humain fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-sexology,,"Chacune des équipes choisit son joueur le plus coquin. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-sexology,"Le champion qui donnera le plus de zones érogènes chez la femme fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-sexology,"Le champion qui mimera le plus de positions sexuelles fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-sexology,"Le champion qui mimera le plus de pratiques sexuelles (ex : fellati**) fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-cooking,,"Chacune des équipes choisit son champion en gastronomie. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-cooking,Le champion qui donnera le plus de noms de pâte fera gagner son équipe ! Celui de l'équipe %t commence pendant que l'autre se fait boucher les oreilles !,11,0
,champion-cooking,Le champion qui donnera le plus de pâtisseries fera gagner son équipe ! Celui de l'équipe %t commence pendant que l'autre se fait boucher les oreilles !,11,0
,champion-cooking,"Le champion qui donnera le plus de noms de salade fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-comic,,"Chacune des équipes choisit son champion en bande dessinée. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-comic,"Le champion qui donnera le plus d'albums de Tintin fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-comic,"Le champion qui donnera le plus d'albums d'Astérix fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-comic,"Le champion qui donnera le plus de noms de BD fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-cartoon,,"Chacune des équipes choisit son champion en dessin animé. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-cartoon,"Le champion qui donnera le plus de films en dessins animés fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-cartoon,"Le champion qui donnera le plus de personnages de dessin animé méchants fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-cartoon,"Le champion qui donnera le plus de noms de manga fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-pokémon,,"Chacune des équipes choisit son maître en pokémon. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-pokémon,"Le champion qui donnera le plus de pokémons type roche fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-pokémon,"Le champion qui donnera le plus de pokémons type eau fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-pokémon,"Le champion qui donnera le plus d'attaques de Pikachu fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-pokémon,"Le champion qui donnera le plus d'attaques de Dracaufeu fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-medecine,,"Chacune des équipes choisit son champion en médecine. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-medecine,"Le champion qui donnera le plus de médicaments fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-medecine,"Le champion qui donnera le plus de métier dans la médecine fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-medecine,"Le champion qui donnera le plus de MST fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-poem,,"Chacune des équipes choisit son plus grand poète. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-poem,"Le champion qui donnera le plus de rimes en ouille fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-poem,"Le champion qui donnera le plus de rimes en nar fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-poem,"Le champion qui donnera le plus d'expressions signifiant ""sod*miser"" fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-poem,"Le champion qui donnera le plus d'expressions signifiant ""se mastur*er"" fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-music,,"Chacune des équipes choisit son champion question musique. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-music,"Le champion qui donnera le plus de tubes de David Guetta fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-music,"Le champion qui donnera le plus de tubes des Daft Punk fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-music,"Le champion qui donnera le plus de groupes de rock fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-music,"Le champion qui donnera le plus de comédies musicales fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-friend,,"Chacune des équipes choisit celui ou celle qui connaît le mieux %s, il/elle ne peut être choisi(e). $ gorgées en jeu. Champions, attendez la suite ...",11,1
,champion-friend,"Le champion qui donnera le plus d'endroits où %s a vomi fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,1
,champion-friend,"Le champion qui donnera le plus d'endroits où %s a pété fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,1
,champion-friend,"Le champion qui donnera le plus d'endroits où %s a pissé fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,1
,champion-friend,"Le champion qui donnera le plus d'ex de %s fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,1
champion-langage,,"Chacune des équipes choisit son champion en langue française. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-langage,"Le champion qui donnera le plus de gros mots fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-langage,"Le champion qui donnera le plus de mots de la haute bourgeoisie (ex : saperlipopette) fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-langage,"Le champion qui donnera le plus de noms d'écrivains fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-maths,,"Chacune des équipes choisit son champion en maths. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-maths,Le champion qui ira le plus loin en comptant 7 par 7 en partant de zéro en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence !,11,0
,champion-maths,"A tour de rôle, chaque champion énonce un nom de théorème de Mathématicien. Celui de l'équipe %t commence. Celui qui se trompe fait perdre son équipe !",11,0
,champion-maths,Le champion qui donnera le plus de touches d'une calculatrice fera gagner son équipe ! Celui de l'équipe %t commence !,11,0
,champion-maths,Le champion qui donnera le plus d'éléments dans un cercle fera gagner son équipe ! Celui de l'équipe %t commence !,11,0
,champion-maths,Le champion qui donnera le plus de nombres premiers fera gagner son équipe ! Celui de l'équipe %t commence !,11,0
champion-beautician,,"Chacune des équipes choisit sa championne esthéticienne. $ gorgées en jeu. Championnes, attendez la suite ...",11,0
,champion-beautician,La championne qui s'arrachera le plus de poils/cheveux d'un seul coup fera gagner son équipe !,11,0
,champion-beautician,La championne qui arrachera le plus de poils/cheveux d'un seul coup à un membre de son équipe fera gagner son équipe !,11,0
,champion-beautician,La championne qui s'arrachera le poil le plus long fera gagner son équipe !,11,0
champion-art,,"Chacune des équipes choisit son champion en art. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-art,Le champion qui mettra le moins de temps à faire deviner en dessinant un animal choisi par l'équipe d'en face fera gagner son équipe !,11,0
,champion-art,Le champion qui mettra le moins de temps à faire deviner en dessinant une célébrité vivante choisie par l'équipe d'en face fera gagner son équipe !,11,0
,champion-art,Le champion qui mettra le moins de temps à faire deviner en dessinant une célébrité décédée choisie par l'équipe d'en face fera gagner son équipe !,11,0
,champion-art,Le champion qui mettra le moins de temps à faire deviner en dessinant une position sexuelle choisie par l'équipe d'en face fera gagner son équipe !,11,0
,champion-art,Le champion qui mettra le moins de temps à faire deviner en dessinant un objet choisi par l'équipe d'en face fera gagner son équipe !,11,0
champion-memory,,"Chacune des équipes choisit son champion en mémoire. $ gorgées en jeu. Champions, FERMEZ LES YEUX et attendez la suite ...",11,0
,champion-memory,"A tour de rôle, chaque champion énonce la couleur des yeux d'un joueur (ex : ""Camille, bleus""). Celui de l'équipe %t commence, le premier qui se trompe fait perdre son équipe",11,0
,champion-memory,"A tour de rôle, chaque champion énonce une couleur de chaussures parmi les joueurs (ex : ""Camille, bleus""). Celui de l'équipe %t commence, le premier qui se trompe fait perdre son équipe",11,0
,champion-memory,"A tour de rôle, chaque champion énonce une couleur de T-shirt / haut parmi les joueurs (ex : ""Camille, bleus""). Celui de l'équipe %t commence, le premier qui se trompe fait perdre son équipe",11,0
,champion-memory,"A tour de rôle, chaque champion énonce une couleur de pantalon / bas parmi les joueurs (ex : ""Camille, bleus""). Celui de l'équipe %t commence, le premier qui se trompe fait perdre son équipe",11,0
,champion-memory,"A tour de rôle, chaque champion énonce un objet blanc dans la pièce sans répéter ce qui a été dit. Celui de l'équipe %t commence, le premier qui se trompe fait perdre son équipe",11,0
,champion-memory,"A tour de rôle, chaque champion énonce un objet noir dans la pièce sans répéter ce qui a été dit. Celui de l'équipe %t commence, le premier qui se trompe fait perdre son équipe",11,0
champion-spelling,,"Chacune des équipes choisit son champion en orthographe. $ gorgées en jeu. Champions, ne regardez pas l'écran et attendez la suite ...",11,0
,champion-spelling,"A tour de rôle, les champions vont épeler à l'envers en donnant une seule lettre chacun le mot ""myélosaccoradiculographie"". Celui de l'équipe %t commence, celui qui se trompe fait perdre son équipe !",11,0
,champion-spelling,"A tour de rôle, les champions vont épeler à l'envers en donnant une seule lettre chacun le mot ""oligoasthénotératospermie"". Celui de l'équipe %t commence, celui qui se trompe fait perdre son équipe !",11,0
,champion-spelling,"A tour de rôle, les champions vont épeler à l'envers en donnant une seule lettre chacun le mot ""pseudohypoparathyroïdisme"". Celui de l'équipe %t commence, celui qui se trompe fait perdre son équipe !",11,0
,champion-spelling,"A tour de rôle, les champions vont épeler à l'envers en donnant une seule lettre chacun le mot ""cyclopentanoperhydrophénanthrène"". Celui qui se trompe fait perdre son équipe !",11,0
,champion-spelling,"A tour de rôle, les champions vont épeler à l'envers en donnant une seule lettre chacun le mot ""anticonstitutionnellement"". Celui de l'équipe %t commence, celui qui se trompe fait perdre son équipe !",11,0
champion-serie-friends,,"Chacune des équipes choisit son expert de la série FRIENDS. $ gorgées en jeu. Champions, ne regardez pas l'écran et attendez la suite ...",11,0
,champion-serie-friends,"A tour de rôle, les champions vont donner un des mecs avec qui Rachel est sortie. Dès qu'un champion se trompe il fait perdre son équipe ! Celui de l'équipe %t commence",11,0
,champion-serie-friends,"A tour de rôle, les champions vont donner un des mecs avec qui Monica est sortie. Dès qu'un champion se trompe il fait perdre son équipe ! Celui de l'équipe %t commence",11,0
,champion-serie-friends,"A tour de rôle, les champions vont donner une des filles avec qui Chandler est sorti. Dès qu'un champion se trompe il fait perdre son équipe ! Celui de l'équipe %t commence",11,0
,champion-serie-friends,"A tour de rôle, les champions vont donner une des filles avec qui Ross est sorti. Dès qu'un champion se trompe il fait perdre son équipe ! Celui de l'équipe %t commence",11,0
,champion-serie-friends,"A tour de rôle, les champions vont donner une des filles avec qui Joey est sorti. Dès qu'un champion se trompe il fait perdre son équipe ! Celui de l'équipe %t commence",11,0
champion-geo,,"Chacune des équipes choisit son champion en géographie. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-geo,"Le champion qui donnera le plus de capitales européennes fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-geo,"Le champion qui donnera le plus de départements français en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-geo,"Le champion qui donnera le plus de capitales hors Europe en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-geo,"Le champion qui donnera le plus de mers et océans en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-geo,"Le champion qui donnera le plus de pays d'Afrique en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-geo,"Le champion qui donnera le plus de pays d'Asie en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-geo,"Le champion qui donnera le plus de stations de ski en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-geo,"Le champion qui donnera le plus de régions françaises en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-silly,,"Chacune des équipes choisit son champion en débilité. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-silly,Le champion qui fera le plus de pets d'aisselle en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence,11,0
,champion-silly,Le champion qui fera le plus de rots en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence,11,0
,champion-silly,Le champion qui se mettra le plus de baffes en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence,11,0
,champion-silly,Le champion qui fera le plus de tour sur lui-même en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence,11,0
,champion-silly,"Le champion qui donnera le plus de coins à prostituées dans cette ville fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-imitate,,"Chacune des équipes choisit son champion en mime. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-imitate,Le champion qui mettra le moins de temps à faire deviner un animal choisi par l'équipe d'en face fera gagner son équipe !,11,0
,champion-imitate,Le champion qui mettra le moins de temps à faire deviner une célébrité vivante choisie par l'équipe d'en face fera gagner son équipe !,11,0
,champion-imitate,Le champion qui mettra le moins de temps à faire deviner une célébrité décédée choisie par l'équipe d'en face fera gagner son équipe !,11,0
,champion-imitate,Le champion qui mettra le moins de temps à faire deviner un héros de film choisi par l'équipe d'en face fera gagner son équipe !,11,0
,champion-imitate,Le champion qui mettra le moins de temps à faire deviner un sport choisi par l'équipe d'en face fera gagner son équipe !,11,0
,champion-imitate,Le champion qui mettra le moins de temps à faire deviner un truc qu'on trouve dans une salle de bain choisi par l'équipe d'en face fera gagner son équipe !,11,0
champion-wistle,,"Chacune des équipes choisit son meilleur siffleur. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-wistle,Le champion qui mettra le moins de temps à faire deviner une chanson des années 90 choisie par l'équipe d'en face fera gagner son équipe !,11,0
,champion-wistle,Le champion qui mettra le moins de temps à faire deviner une chanson de reggae choisie par l'équipe d'en face fera gagner son équipe !,11,0
,champion-wistle,Le champion qui mettra le moins de temps à faire deviner un tube qu'on a tous envie d'oublier choisi par l'équipe d'en face fera gagner son équipe !,11,0
,champion-wistle,Le champion qui mettra le moins de temps à faire deviner une chanson de slow choisie par l'équipe d'en face fera gagner son équipe !,11,0
champion-movie,,"Chacune des équipes choisit son champion en cinéma. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-movie,"Le champion qui sortira le plus de films avec Vin Diesel fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-movie,"Le champion qui sortira le plus de films fantastiques fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-movie,"Le champion qui sortira le plus de films de science fiction fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-movie,"Le champion qui sortira le plus de parodies de film fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-movie,"Le champion qui sortira le plus de X-men méchants fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-tv,,"Chacune des équipes choisit son champion catégorie ""séries télévisées"". $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-tv,"Le champion qui donnera le plus de personnages de la série ""Malcolm"" en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence pendant que l'autre se fait boucher les oreilles !",11,0
,champion-tv,Le champion qui donnera le plus de séries françaises en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence pendant que l'autre se fait boucher les oreilles !,11,0
,champion-tv,"Le champion qui donnera le plus de personnages de la série ""Grey's Anatomy"" en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence pendant que l'autre se fait boucher les oreilles !",11,0
,champion-tv,"Le champion qui donnera le plus de personnages de la série ""Plus belle la vie"" en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence pendant que l'autre se fait boucher les oreilles !",11,0
,champion-tv,"Le champion qui donnera le plus de personnages de la série ""Friends"" en 10 secondes fera gagner son équipe ! Celui de l'équipe %t commence pendant que l'autre se fait boucher les oreilles !",11,0
champion-video-game,,"Chacune des équipes choisit son champion en jeux vidéo. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-video-game,"Le champion qui donnera le plus de jeux de guerre fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-video-game,"Le champion qui donnera le plus de jeux de course fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-video-game,"Le champion qui donnera le plus de jeux en FPS fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-video-game,"Le champion qui donnera le plus de consoles de jeu fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-history,,"Chacune des équipes choisit son champion en histoire. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-history,"Le champion qui donnera le plus de présidents français fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-history,"Le champion qui donnera le plus de guerres historiques fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-history,"Le champion qui donnera le plus de rois étrangers fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-history,"Le champion qui donnera le plus de pays dans le camp de l'Axe pendant la 2nde Guerre Mondiale fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-history,"Le champion qui donnera le plus de pays dans le camp des Alliés pendant la 2nde Guerre Mondiale fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-new-tech,,"Chacune des équipes choisit son champion en nouvelles technologies. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-new-tech,Le champion qui écrira le texto le plus sensé et le plus long à la personne de son choix sans regarder son clavier fera gagner son équipe !,11,0
,champion-new-tech,"Le champion qui énoncera le plus de modèles de téléphone portable fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-new-tech,"Le champion qui sortira le plus de composants d'un ordinateur fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-new-tech,"Le champion qui sortira le plus d'équipements numériques d'une voiture fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-new-tech,"Le champion qui sortira le plus d'objets connectés fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-ecology,,"Chacune des équipes choisit son champion en écologie. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-ecology,"Le champion qui énoncera le plus d'espèces d'arbres fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-ecology,"Le champion qui énoncera le plus de trucs qui polluent fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-ecology,"Le champion qui énoncera le plus de couches de l'atmosphère fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
,champion-ecology,"Le champion qui énoncera le plus de politiciens qui se disent ""écologistes"" fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
champion-biology,,"Chacune des équipes choisit son champion en biologie. $ gorgées en jeu. Champions, attendez la suite ...",11,0
,champion-biology,"Le champion qui énoncera le plus d'animaux marins fera gagner son équipe ! Celui de l'équipe %t commence, triche interdite !",11,0
